Id;País;ano;Quantidade (Kg)
66;Uruguai;1977;24191
67;Não consta na tabela;1977;0
68;Não declarados;1977;0
69;Outros;1977;450
1;Africa do Sul;1977;0
2;Alemanha;1977;201840
3;Argélia;1977;0
4;Arábia Saudita;1977;0
5;Argentina;1977;395615
6;Armênia;1977;0
7;Austrália;1977;0
8;Áustria;1977;0
9;Bermudas;1977;0
10;Bélgica;1977;0
11;Bolívia;1977;0
12;Bósnia-Herzegovina;1977;0
13;Brasil;1977;0
14;Bulgária;1977;0
15;Canada;1977;0
16;Chile;1977;1962448
17;China;1977;0
18;Coreia do Sul, República;1977;0
19;Croácia;1977;0
20;Cuba;1977;0
21;Emirados Árabes Unidos;1977;0
22;Eslovênia;1977;0
23;Eslováquia;1977;0
24;Espanha;1977;98238
25;Estados Unidos;1977;3275
26;França;1977;476983
27;Geórgia;1977;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1977;0
29;Grécia;1977;0
30;Hong Kong;1977;0
31;Hungria;1977;0
32;Indonésia;1977;0
33;Irlanda;1977;0
34;Israel;1977;0
35;Itália;1977;349392
36;Japão;1977;0
37;Iugoslávia;1977;1570
38;Líbano;1977;0
39;Luxemburgo;1977;0
40;Macedônia;1977;0
41;Marrocos;1977;0
42;México;1977;0
43;Moldávia;1977;0
44;Montenegro;1977;0
45;Noruega;1977;0
46;Nova Zelândia;1977;0
47;Países Baixos (Holanda);1977;0
48;Panamá;1977;0
49;Paraguai;1977;0
50;Peru;1977;0
51;Porto Rico;1977;0
52;Portugal;1977;1847604
53;Reino Unido;1977;0
54;Republica Dominicana;1977;0
55;Romênia;1977;0
56;Rússia;1977;0
57;San Marino;1977;0
58;Sérvia;1977;0
59;Síria;1977;0
60;Suazilândia;1977;0
61;Suíça;1977;0
62;Tcheca, República;1977;0
63;Tunísia;1977;0
64;Turquia;1977;0
65;Ucrânia;1977;0
66;Uruguai;1977;33975
67;Não consta na tabela;1977;0
68;Não declarados;1977;0
69;Outros;1977;642
1;Africa do Sul;1978;0
2;Alemanha;1978;437831
3;Argélia;1978;0
4;Arábia Saudita;1978;0
5;Argentina;1978;614134
6;Armênia;1978;0
7;Austrália;1978;0
8;Áustria;1978;600
9;Bermudas;1978;0
10;Bélgica;1978;0
11;Bolívia;1978;0
12;Bósnia-Herzegovina;1978;0
13;Brasil;1978;0
14;Bulgária;1978;0
15;Canada;1978;0
16;Chile;1978;3742918
17;China;1978;0
18;Coreia do Sul, República;1978;0
19;Croácia;1978;0
20;Cuba;1978;0
21;Emirados Árabes Unidos;1978;0
22;Eslovênia;1978;0
23;Eslováquia;1978;0
24;Espanha;1978;87767
25;Estados Unidos;1978;58050
26;França;1978;355292
27;Geórgia;1978;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1978;0
29;Grécia;1978;0
30;Hong Kong;1978;0
31;Hungria;1978;0
32;Indonésia;1978;0
33;Irlanda;1978;0
34;Israel;1978;0
35;Itália;1978;250535
36;Japão;1978;0
37;Iugoslávia;1978;1764
38;Líbano;1978;0
39;Luxemburgo;1978;0
40;Macedônia;1978;0
41;Marrocos;1978;0
42;México;1978;0
43;Moldávia;1978;0
44;Montenegro;1978;0
45;Noruega;1978;0
46;Nova Zelândia;1978;0
47;Países Baixos (Holanda);1978;0
48;Panamá;1978;0
49;Paraguai;1978;0
50;Peru;1978;0
51;Porto Rico;1978;0
52;Portugal;1978;2763298
53;Reino Unido;1978;0
54;Republica Dominicana;1978;0
55;Romênia;1978;0
56;Rússia;1978;0
57;San Marino;1978;0
58;Sérvia;1978;0
59;Síria;1978;0
60;Suazilândia;1978;0
61;Suíça;1978;0
62;Tcheca, República;1978;0
63;Tunísia;1978;0
64;Turquia;1978;0
65;Ucrânia;1978;0
66;Uruguai;1978;32371
67;Não consta na tabela;1978;0
68;Não declarados;1978;0
69;Outros;1978;1347
1;Africa do Sul;1978;0
2;Alemanha;1978;668631
3;Argélia;1978;0
4;Arábia Saudita;1978;0
5;Argentina;1978;709813
6;Armênia;1978;0
7;Austrália;1978;0
8;Áustria;1978;386
9;Bermudas;1978;0
10;Bélgica;1978;0
11;Bolívia;1978;0
12;Bósnia-Herzegovina;1978;0
13;Brasil;1978;0
14;Bulgária;1978;0
15;Canada;1978;0
16;Chile;1978;3415769
17;China;1978;0
18;Coreia do Sul, República;1978;0
19;Croácia;1978;0
20;Cuba;1978;0
21;Emirados Árabes Unidos;1978;0
22;Eslovênia;1978;0
23;Eslováquia;1978;0
24;Espanha;1978;75364
25;Estados Unidos;1978;67752
26;França;1978;633098
27;Geórgia;1978;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1978;0
29;Grécia;1978;0
30;Hong Kong;1978;0
31;Hungria;1978;0
32;Indonésia;1978;0
33;Irlanda;1978;0
34;Israel;1978;0
35;Itália;1978;268114
36;Japão;1978;0
37;Iugoslávia;1978;1630
38;Líbano;1978;0
39;Luxemburgo;1978;0
40;Macedônia;1978;0
41;Marrocos;1978;0
42;México;1978;0
43;Moldávia;1978;0
44;Montenegro;1978;0
45;Noruega;1978;0
46;Nova Zelândia;1978;0
47;Países Baixos (Holanda);1978;0
48;Panamá;1978;0
49;Paraguai;1978;0
50;Peru;1978;0
51;Porto Rico;1978;0
52;Portugal;1978;2706030
53;Reino Unido;1978;0
54;Republica Dominicana;1978;0
55;Romênia;1978;0
56;Rússia;1978;0
57;San Marino;1978;0
58;Sérvia;1978;0
59;Síria;1978;0
60;Suazilândia;1978;0
61;Suíça;1978;0
62;Tcheca, República;1978;0
63;Tunísia;1978;0
64;Turquia;1978;0
65;Ucrânia;1978;0
66;Uruguai;1978;33900
67;Não consta na tabela;1978;0
68;Não declarados;1978;0
69;Outros;1978;1210
1;Africa do Sul;1979;0
2;Alemanha;1979;433478
3;Argélia;1979;0
4;Arábia Saudita;1979;0
5;Argentina;1979;646978
6;Armênia;1979;0
7;Austrália;1979;0
8;Áustria;1979;4250
9;Bermudas;1979;0
10;Bélgica;1979;0
11;Bolívia;1979;0
12;Bósnia-Herzegovina;1979;0
13;Brasil;1979;0
14;Bulgária;1979;0
15;Canada;1979;0
16;Chile;1979;4235991
17;China;1979;0
18;Coreia do Sul, República;1979;0
19;Croácia;1979;0
20;Cuba;1979;0
21;Emirados Árabes Unidos;1979;0
22;Eslovênia;1979;0
23;Eslováquia;1979;0
24;Espanha;1979;103825
25;Estados Unidos;1979;32400
26;França;1979;458369
27;Geórgia;1979;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1979;0
29;Grécia;1979;0
30;Hong Kong;1979;0
31;Hungria;1979;0
32;Indonésia;1979;0
33;Irlanda;1979;0
34;Israel;1979;0
35;Itália;1979;407274
36;Japão;1979;0
37;Iugoslávia;1979;2100
38;Líbano;1979;0
39;Luxemburgo;1979;0
40;Macedônia;1979;0
41;Marrocos;1979;0
42;México;1979;0
43;Moldávia;1979;0
44;Montenegro;1979;0
45;Noruega;1979;0
46;Nova Zelândia;1979;0
47;Países Baixos (Holanda);1979;0
48;Panamá;1979;0
49;Paraguai;1979;0
50;Peru;1979;0
51;Porto Rico;1979;0
52;Portugal;1979;2823760
53;Reino Unido;1979;0
54;Republica Dominicana;1979;0
55;Romênia;1979;0
56;Rússia;1979;0
57;San Marino;1979;0
58;Sérvia;1979;0
59;Síria;1979;0
60;Suazilândia;1979;0
61;Suíça;1979;0
62;Tcheca, República;1979;0
63;Tunísia;1979;0
64;Turquia;1979;0
65;Ucrânia;1979;0
66;Uruguai;1979;13320
67;Não consta na tabela;1979;0
68;Não declarados;1979;0
69;Outros;1979;2411
1;Africa do Sul;1979;0
2;Alemanha;1979;691404
3;Argélia;1979;0
4;Arábia Saudita;1979;0
5;Argentina;1979;888941
6;Armênia;1979;0
7;Austrália;1979;0
8;Áustria;1979;3756
9;Bermudas;1979;0
10;Bélgica;1979;0
11;Bolívia;1979;0
12;Bósnia-Herzegovina;1979;0
13;Brasil;1979;0
14;Bulgária;1979;0
15;Canada;1979;0
16;Chile;1979;4315227
17;China;1979;0
18;Coreia do Sul, República;1979;0
19;Croácia;1979;0
20;Cuba;1979;0
21;Emirados Árabes Unidos;1979;0
22;Eslovênia;1979;0
23;Eslováquia;1979;0
24;Espanha;1979;92476
25;Estados Unidos;1979;36360
26;França;1979;795004
27;Geórgia;1979;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1979;0
29;Grécia;1979;0
30;Hong Kong;1979;0
31;Hungria;1979;0
32;Indonésia;1979;0
33;Irlanda;1979;0
34;Israel;1979;0
35;Itália;1979;562726
36;Japão;1979;0
37;Iugoslávia;1979;2050
38;Líbano;1979;0
39;Luxemburgo;1979;0
40;Macedônia;1979;0
41;Marrocos;1979;0
42;México;1979;0
43;Moldávia;1979;0
44;Montenegro;1979;0
45;Noruega;1979;0
46;Nova Zelândia;1979;0
47;Países Baixos (Holanda);1979;0
48;Panamá;1979;0
49;Paraguai;1979;0
50;Peru;1979;0
51;Porto Rico;1979;0
52;Portugal;1979;3493450
53;Reino Unido;1979;0
54;Republica Dominicana;1979;0
55;Romênia;1979;0
56;Rússia;1979;0
57;San Marino;1979;0
58;Sérvia;1979;0
59;Síria;1979;0
60;Suazilândia;1979;0
61;Suíça;1979;0
62;Tcheca, República;1979;0
63;Tunísia;1979;0
64;Turquia;1979;0
65;Ucrânia;1979;0
66;Uruguai;1979;22900
67;Não consta na tabela;1979;0
68;Não declarados;1979;0
69;Outros;1979;2614
1;Africa do Sul;1980;0
2;Alemanha;1980;457033
3;Argélia;1980;0
4;Arábia Saudita;1980;0
5;Argentina;1980;298471
6;Armênia;1980;0
7;Austrália;1980;0
8;Áustria;1980;2385
9;Bermudas;1980;0
10;Bélgica;1980;0
11;Bolívia;1980;0
12;Bósnia-Herzegovina;1980;0
13;Brasil;1980;0
14;Bulgária;1980;0
15;Canada;1980;0
16;Chile;1980;2568586
17;China;1980;0
18;Coreia do Sul, República;1980;0
19;Croácia;1980;0
20;Cuba;1980;0
21;Emirados Árabes Unidos;1980;0
22;Eslovênia;1980;0
23;Eslováquia;1980;0
24;Espanha;1980;111381
25;Estados Unidos;1980;32400
26;França;1980;248038
27;Geórgia;1980;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1980;0
29;Grécia;1980;0
30;Hong Kong;1980;0
31;Hungria;1980;0
32;Indonésia;1980;0
33;Irlanda;1980;0
34;Israel;1980;0
35;Itália;1980;217226
36;Japão;1980;0
37;Iugoslávia;1980;0
38;Líbano;1980;0
39;Luxemburgo;1980;0
40;Macedônia;1980;0
41;Marrocos;1980;0
42;México;1980;0
43;Moldávia;1980;0
44;Montenegro;1980;0
45;Noruega;1980;0
46;Nova Zelândia;1980;0
47;Países Baixos (Holanda);1980;0
48;Panamá;1980;0
49;Paraguai;1980;0
50;Peru;1980;0
51;Porto Rico;1980;0
52;Portugal;1980;1601931
53;Reino Unido;1980;0
54;Republica Dominicana;1980;0
55;Romênia;1980;0
56;Rússia;1980;0
57;San Marino;1980;0
58;Sérvia;1980;0
59;Síria;1980;0
60;Suazilândia;1980;0
61;Suíça;1980;0
62;Tcheca, República;1980;0
63;Tunísia;1980;0
64;Turquia;1980;0
65;Ucrânia;1980;0
66;Uruguai;1980;8880
67;Não consta na tabela;1980;0
68;Não declarados;1980;0
69;Outros;1980;10446
1;Africa do Sul;1980;0
2;Alemanha;1980;704307
3;Argélia;1980;0
4;Arábia Saudita;1980;0
5;Argentina;1980;479464
6;Armênia;1980;0
7;Austrália;1980;0
8;Áustria;1980;5878
9;Bermudas;1980;0
10;Bélgica;1980;0
11;Bolívia;1980;0
12;Bósnia-Herzegovina;1980;0
13;Brasil;1980;0
14;Bulgária;1980;0
15;Canada;1980;0
16;Chile;1980;3199365
17;China;1980;0
18;Coreia do Sul, República;1980;0
19;Croácia;1980;0
20;Cuba;1980;0
21;Emirados Árabes Unidos;1980;0
22;Eslovênia;1980;0
23;Eslováquia;1980;0
24;Espanha;1980;109277
25;Estados Unidos;1980;36720
26;França;1980;508338
27;Geórgia;1980;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1980;0
29;Grécia;1980;0
30;Hong Kong;1980;0
31;Hungria;1980;0
32;Indonésia;1980;0
33;Irlanda;1980;0
34;Israel;1980;0
35;Itália;1980;283635
36;Japão;1980;0
37;Iugoslávia;1980;0
38;Líbano;1980;0
39;Luxemburgo;1980;0
40;Macedônia;1980;0
41;Marrocos;1980;0
42;México;1980;0
43;Moldávia;1980;0
44;Montenegro;1980;0
45;Noruega;1980;0
46;Nova Zelândia;1980;0
47;Países Baixos (Holanda);1980;0
48;Panamá;1980;0
49;Paraguai;1980;0
50;Peru;1980;0
51;Porto Rico;1980;0
52;Portugal;1980;2146952
53;Reino Unido;1980;0
54;Republica Dominicana;1980;0
55;Romênia;1980;0
56;Rússia;1980;0
57;San Marino;1980;0
58;Sérvia;1980;0
59;Síria;1980;0
60;Suazilândia;1980;0
61;Suíça;1980;0
62;Tcheca, República;1980;0
63;Tunísia;1980;0
64;Turquia;1980;0
65;Ucrânia;1980;0
66;Uruguai;1980;16800
67;Não consta na tabela;1980;0
68;Não declarados;1980;0
69;Outros;1980;10543
1;Africa do Sul;1981;0
2;Alemanha;1981;707194
3;Argélia;1981;0
4;Arábia Saudita;1981;0
5;Argentina;1981;131738
6;Armênia;1981;0
7;Austrália;1981;0
8;Áustria;1981;0
9;Bermudas;1981;0
10;Bélgica;1981;0
11;Bolívia;1981;0
12;Bósnia-Herzegovina;1981;0
13;Brasil;1981;0
14;Bulgária;1981;0
15;Canada;1981;0
16;Chile;1981;1647720
17;China;1981;0
18;Coreia do Sul, República;1981;0
19;Croácia;1981;0
20;Cuba;1981;0
21;Emirados Árabes Unidos;1981;0
22;Eslovênia;1981;0
23;Eslováquia;1981;0
24;Espanha;1981;56316
25;Estados Unidos;1981;28350
26;França;1981;303063
27;Geórgia;1981;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1981;0
29;Grécia;1981;0
30;Hong Kong;1981;0
31;Hungria;1981;0
32;Indonésia;1981;0
33;Irlanda;1981;0
34;Israel;1981;0
35;Itália;1981;178772
36;Japão;1981;0
37;Iugoslávia;1981;0
38;Líbano;1981;0
39;Luxemburgo;1981;0
40;Macedônia;1981;0
41;Marrocos;1981;0
42;México;1981;0
43;Moldávia;1981;0
44;Montenegro;1981;0
45;Noruega;1981;0
46;Nova Zelândia;1981;0
47;Países Baixos (Holanda);1981;0
48;Panamá;1981;0
49;Paraguai;1981;0
50;Peru;1981;0
51;Porto Rico;1981;0
52;Portugal;1981;933906
53;Reino Unido;1981;0
54;Republica Dominicana;1981;0
55;Romênia;1981;0
56;Rússia;1981;0
57;San Marino;1981;0
58;Sérvia;1981;0
59;Síria;1981;0
60;Suazilândia;1981;0
61;Suíça;1981;0
62;Tcheca, República;1981;0
63;Tunísia;1981;0
64;Turquia;1981;0
65;Ucrânia;1981;0
66;Uruguai;1981;0
67;Não consta na tabela;1981;0
68;Não declarados;1981;0
69;Outros;1981;17133
1;Africa do Sul;1981;0
2;Alemanha;1981;853830
3;Argélia;1981;0
4;Arábia Saudita;1981;0
5;Argentina;1981;209173
6;Armênia;1981;0
7;Austrália;1981;0
8;Áustria;1981;0
9;Bermudas;1981;0
10;Bélgica;1981;0
11;Bolívia;1981;0
12;Bósnia-Herzegovina;1981;0
13;Brasil;1981;0
14;Bulgária;1981;0
15;Canada;1981;0
16;Chile;1981;2344875
17;China;1981;0
18;Coreia do Sul, República;1981;0
19;Croácia;1981;0
20;Cuba;1981;0
21;Emirados Árabes Unidos;1981;0
22;Eslovênia;1981;0
23;Eslováquia;1981;0
24;Espanha;1981;59696
25;Estados Unidos;1981;33443
26;França;1981;479427
27;Geórgia;1981;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1981;0
29;Grécia;1981;0
30;Hong Kong;1981;0
31;Hungria;1981;0
32;Indonésia;1981;0
33;Irlanda;1981;0
34;Israel;1981;0
35;Itália;1981;222760
36;Japão;1981;0
37;Iugoslávia;1981;0
38;Líbano;1981;0
39;Luxemburgo;1981;0
40;Macedônia;1981;0
41;Marrocos;1981;0
42;México;1981;0
43;Moldávia;1981;0
44;Montenegro;1981;0
45;Noruega;1981;0
46;Nova Zelândia;1981;0
47;Países Baixos (Holanda);1981;0
48;Panamá;1981;0
49;Paraguai;1981;0
50;Peru;1981;0
51;Porto Rico;1981;0
52;Portugal;1981;1271300
53;Reino Unido;1981;0
54;Republica Dominicana;1981;0
55;Romênia;1981;0
56;Rússia;1981;0
57;San Marino;1981;0
58;Sérvia;1981;0
59;Síria;1981;0
60;Suazilândia;1981;0
61;Suíça;1981;0
62;Tcheca, República;1981;0
63;Tunísia;1981;0
64;Turquia;1981;0
65;Ucrânia;1981;0
66;Uruguai;1981;0
67;Não consta na tabela;1981;0
68;Não declarados;1981;0
69;Outros;1981;17869
1;Africa do Sul;1982;0
2;Alemanha;1982;996948
3;Argélia;1982;0
4;Arábia Saudita;1982;0
5;Argentina;1982;191972
6;Armênia;1982;0
7;Austrália;1982;0
8;Áustria;1982;0
9;Bermudas;1982;0
10;Bélgica;1982;0
11;Bolívia;1982;0
12;Bósnia-Herzegovina;1982;0
13;Brasil;1982;0
14;Bulgária;1982;0
15;Canada;1982;0
16;Chile;1982;786016
17;China;1982;0
18;Coreia do Sul, República;1982;0
19;Croácia;1982;0
20;Cuba;1982;0
21;Emirados Árabes Unidos;1982;0
22;Eslovênia;1982;0
23;Eslováquia;1982;0
24;Espanha;1982;119748
25;Estados Unidos;1982;40563
26;França;1982;313977
27;Geórgia;1982;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1982;0
29;Grécia;1982;0
30;Hong Kong;1982;0
31;Hungria;1982;0
32;Indonésia;1982;0
33;Irlanda;1982;0
34;Israel;1982;0
35;Itália;1982;284440
36;Japão;1982;0
37;Iugoslávia;1982;1350
38;Líbano;1982;0
39;Luxemburgo;1982;0
40;Macedônia;1982;0
41;Marrocos;1982;0
42;México;1982;0
43;Moldávia;1982;0
44;Montenegro;1982;0
45;Noruega;1982;0
46;Nova Zelândia;1982;0
47;Países Baixos (Holanda);1982;0
48;Panamá;1982;0
49;Paraguai;1982;0
50;Peru;1982;0
51;Porto Rico;1982;0
52;Portugal;1982;1074983
53;Reino Unido;1982;0
54;Republica Dominicana;1982;0
55;Romênia;1982;0
56;Rússia;1982;0
57;San Marino;1982;0
58;Sérvia;1982;0
59;Síria;1982;0
60;Suazilândia;1982;0
61;Suíça;1982;0
62;Tcheca, República;1982;0
63;Tunísia;1982;0
64;Turquia;1982;0
65;Ucrânia;1982;0
66;Uruguai;1982;0
67;Não consta na tabela;1982;0
68;Não declarados;1982;0
69;Outros;1982;22104
1;Africa do Sul;1982;0
2;Alemanha;1982;1126928
3;Argélia;1982;0
4;Arábia Saudita;1982;0
5;Argentina;1982;264487
6;Armênia;1982;0
7;Austrália;1982;0
8;Áustria;1982;0
9;Bermudas;1982;0
10;Bélgica;1982;0
11;Bolívia;1982;0
12;Bósnia-Herzegovina;1982;0
13;Brasil;1982;0
14;Bulgária;1982;0
15;Canada;1982;0
16;Chile;1982;1124272
17;China;1982;0
18;Coreia do Sul, República;1982;0
19;Croácia;1982;0
20;Cuba;1982;0
21;Emirados Árabes Unidos;1982;0
22;Eslovênia;1982;0
23;Eslováquia;1982;0
24;Espanha;1982;104790
25;Estados Unidos;1982;52983
26;França;1982;424752
27;Geórgia;1982;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1982;0
29;Grécia;1982;0
30;Hong Kong;1982;0
31;Hungria;1982;0
32;Indonésia;1982;0
33;Irlanda;1982;0
34;Israel;1982;0
35;Itália;1982;322430
36;Japão;1982;0
37;Iugoslávia;1982;1650
38;Líbano;1982;0
39;Luxemburgo;1982;0
40;Macedônia;1982;0
41;Marrocos;1982;0
42;México;1982;0
43;Moldávia;1982;0
44;Montenegro;1982;0
45;Noruega;1982;0
46;Nova Zelândia;1982;0
47;Países Baixos (Holanda);1982;0
48;Panamá;1982;0
49;Paraguai;1982;0
50;Peru;1982;0
51;Porto Rico;1982;0
52;Portugal;1982;1258983
53;Reino Unido;1982;0
54;Republica Dominicana;1982;0
55;Romênia;1982;0
56;Rússia;1982;0
57;San Marino;1982;0
58;Sérvia;1982;0
59;Síria;1982;0
60;Suazilândia;1982;0
61;Suíça;1982;0
62;Tcheca, República;1982;0
63;Tunísia;1982;0
64;Turquia;1982;0
65;Ucrânia;1982;0
66;Uruguai;1982;0
67;Não consta na tabela;1982;0
68;Não declarados;1982;0
69;Outros;1982;30505
1;Africa do Sul;1983;0
2;Alemanha;1983;850055
3;Argélia;1983;0
4;Arábia Saudita;1983;0
5;Argentina;1983;132634
6;Armênia;1983;0
7;Austrália;1983;0
8;Áustria;1983;8400
9;Bermudas;1983;0
10;Bélgica;1983;0
11;Bolívia;1983;0
12;Bósnia-Herzegovina;1983;0
13;Brasil;1983;0
14;Bulgária;1983;0
15;Canada;1983;0
16;Chile;1983;598657
17;China;1983;0
18;Coreia do Sul, República;1983;0
19;Croácia;1983;0
20;Cuba;1983;0
21;Emirados Árabes Unidos;1983;0
22;Eslovênia;1983;0
23;Eslováquia;1983;0
24;Espanha;1983;65961
25;Estados Unidos;1983;21654
26;França;1983;267008
27;Geórgia;1983;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1983;0
29;Grécia;1983;0
30;Hong Kong;1983;0
31;Hungria;1983;0
32;Indonésia;1983;0
33;Irlanda;1983;0
34;Israel;1983;0
35;Itália;1983;266333
36;Japão;1983;0
37;Iugoslávia;1983;0
38;Líbano;1983;0
39;Luxemburgo;1983;0
40;Macedônia;1983;0
41;Marrocos;1983;0
42;México;1983;0
43;Moldávia;1983;0
44;Montenegro;1983;0
45;Noruega;1983;0
46;Nova Zelândia;1983;0
47;Países Baixos (Holanda);1983;0
48;Panamá;1983;0
49;Paraguai;1983;0
50;Peru;1983;0
51;Porto Rico;1983;0
52;Portugal;1983;1189656
53;Reino Unido;1983;0
54;Republica Dominicana;1983;0
55;Romênia;1983;0
56;Rússia;1983;0
57;San Marino;1983;0
58;Sérvia;1983;0
59;Síria;1983;0
60;Suazilândia;1983;0
61;Suíça;1983;0
62;Tcheca, República;1983;0
63;Tunísia;1983;0
64;Turquia;1983;0
65;Ucrânia;1983;0
66;Uruguai;1983;0
67;Não consta na tabela;1983;0
68;Não declarados;1983;0
69;Outros;1983;6738
1;Africa do Sul;1983;0
2;Alemanha;1983;908380
3;Argélia;1983;0
4;Arábia Saudita;1983;0
5;Argentina;1983;188625
6;Armênia;1983;0
7;Austrália;1983;0
8;Áustria;1983;7581
9;Bermudas;1983;0
10;Bélgica;1983;0
11;Bolívia;1983;0
12;Bósnia-Herzegovina;1983;0
13;Brasil;1983;0
14;Bulgária;1983;0
15;Canada;1983;0
16;Chile;1983;781217
17;China;1983;0
18;Coreia do Sul, República;1983;0
19;Croácia;1983;0
20;Cuba;1983;0
21;Emirados Árabes Unidos;1983;0
22;Eslovênia;1983;0
23;Eslováquia;1983;0
24;Espanha;1983;60450
25;Estados Unidos;1983;24570
26;França;1983;329128
27;Geórgia;1983;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1983;0
29;Grécia;1983;0
30;Hong Kong;1983;0
31;Hungria;1983;0
32;Indonésia;1983;0
33;Irlanda;1983;0
34;Israel;1983;0
35;Itália;1983;308260
36;Japão;1983;0
37;Iugoslávia;1983;0
38;Líbano;1983;0
39;Luxemburgo;1983;0
40;Macedônia;1983;0
41;Marrocos;1983;0
42;México;1983;0
43;Moldávia;1983;0
44;Montenegro;1983;0
45;Noruega;1983;0
46;Nova Zelândia;1983;0
47;Países Baixos (Holanda);1983;0
48;Panamá;1983;0
49;Paraguai;1983;0
50;Peru;1983;0
51;Porto Rico;1983;0
52;Portugal;1983;1338370
53;Reino Unido;1983;0
54;Republica Dominicana;1983;0
55;Romênia;1983;0
56;Rússia;1983;0
57;San Marino;1983;0
58;Sérvia;1983;0
59;Síria;1983;0
60;Suazilândia;1983;0
61;Suíça;1983;0
62;Tcheca, República;1983;0
63;Tunísia;1983;0
64;Turquia;1983;0
65;Ucrânia;1983;0
66;Uruguai;1983;0
67;Não consta na tabela;1983;0
68;Não declarados;1983;0
69;Outros;1983;5862
1;Africa do Sul;1984;0
2;Alemanha;1984;586645
3;Argélia;1984;0
4;Arábia Saudita;1984;0
5;Argentina;1984;42438
6;Armênia;1984;0
7;Austrália;1984;0
8;Áustria;1984;0
9;Bermudas;1984;0
10;Bélgica;1984;0
11;Bolívia;1984;0
12;Bósnia-Herzegovina;1984;0
13;Brasil;1984;0
14;Bulgária;1984;0
15;Canada;1984;0
16;Chile;1984;490217
17;China;1984;0
18;Coreia do Sul, República;1984;0
19;Croácia;1984;0
20;Cuba;1984;0
21;Emirados Árabes Unidos;1984;0
22;Eslovênia;1984;0
23;Eslováquia;1984;0
24;Espanha;1984;7200
25;Estados Unidos;1984;0
26;França;1984;117087
27;Geórgia;1984;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1984;0
29;Grécia;1984;0
30;Hong Kong;1984;0
31;Hungria;1984;0
32;Indonésia;1984;0
33;Irlanda;1984;0
34;Israel;1984;0
35;Itália;1984;132321
36;Japão;1984;0
37;Iugoslávia;1984;0
38;Líbano;1984;0
39;Luxemburgo;1984;0
40;Macedônia;1984;0
41;Marrocos;1984;0
42;México;1984;0
43;Moldávia;1984;0
44;Montenegro;1984;0
45;Noruega;1984;0
46;Nova Zelândia;1984;0
47;Países Baixos (Holanda);1984;0
48;Panamá;1984;0
49;Paraguai;1984;0
50;Peru;1984;0
51;Porto Rico;1984;0
52;Portugal;1984;536706
53;Reino Unido;1984;0
54;Republica Dominicana;1984;0
55;Romênia;1984;0
56;Rússia;1984;0
57;San Marino;1984;0
58;Sérvia;1984;0
59;Síria;1984;0
60;Suazilândia;1984;0
61;Suíça;1984;0
62;Tcheca, República;1984;0
63;Tunísia;1984;0
64;Turquia;1984;0
65;Ucrânia;1984;0
66;Uruguai;1984;0
67;Não consta na tabela;1984;0
68;Não declarados;1984;0
69;Outros;1984;26490
1;Africa do Sul;1984;0
2;Alemanha;1984;564129
3;Argélia;1984;0
4;Arábia Saudita;1984;0
5;Argentina;1984;64603
6;Armênia;1984;0
7;Austrália;1984;0
8;Áustria;1984;0
9;Bermudas;1984;0
10;Bélgica;1984;0
11;Bolívia;1984;0
12;Bósnia-Herzegovina;1984;0
13;Brasil;1984;0
14;Bulgária;1984;0
15;Canada;1984;0
16;Chile;1984;527176
17;China;1984;0
18;Coreia do Sul, República;1984;0
19;Croácia;1984;0
20;Cuba;1984;0
21;Emirados Árabes Unidos;1984;0
22;Eslovênia;1984;0
23;Eslováquia;1984;0
24;Espanha;1984;8421
25;Estados Unidos;1984;0
26;França;1984;138156
27;Geórgia;1984;0
28;Geórgia do Sul e Sandwich do Sul, Ilhas;1984;0
29;Grécia;1984;0
30;Hong Kong;1984;0
31;Hungria;1984;0
32;Indonésia;1984;0
33;Irlanda;1984;0
34;Israel;1984;0
35;Itália;1984;141201
36;Japão;1984;0
37;Iugoslávia;1984;0
38;Líbano;1984;0
39;Luxemburgo;1984;0
40;Macedônia;1984;0
41;Marrocos;1984;0
42;México;1984;0
43;Moldávia;1984;0
44;Montenegro;1984;0
45;Noruega;1984;0
46;Nova Zelândia;1984;0
47;Países Baixos (Holanda);1984;0
48;Panamá;1984;0
49;Paraguai;1984;0
50;Peru;1984;0
51;Porto Rico;1984;0
52;Portugal;1984;531515
53;Reino Unido;1984;0
54;Republica Dominicana;1984;0
55;Romênia;1984;0
56;Rússia;1984;0
57;San Marino;1984;0
58;Sérvia;1984;0
59;Síria;1984;0
60;Suazilândia;1984;0
61;Suíça;1984;0
62;Tcheca, República;1984;0
