id;control;cultivar;ano;Quantidade (Kg)
20;ti_Cinsaut;Cinsaut;1984;13522
21;ti_Dom Felder;Dom Felder;1984;0
22;ti_Dolcetto;Dolcetto;1984;0
23;ti_Durif;Durif;1984;0
24;ti_Egiodola;Egiodola;1984;0
25;ti_Ekigaina;Ekigaina;1984;0
26;ti_Festival (Sugraone);Festival (Sugraone);1984;0
27;ti_Franconia;Franconia;1984;0
28;ti_Freisa;Freisa;1984;0
29;ti_Gamay St Romain;Gamay St Romain;1984;519843
30;ti_Gamay Beaujolais;Gamay Beaujolais;1984;0
31;ti_Grand Noir;Grand Noir;1984;0
32;ti_Grenache;Grenache;1984;16473
33;ti_Jaen;Jaen;1984;0
34;ti_Lagrein;Lagrein;1984;0
35;ti_Lambrusco;Lambrusco;1984;28317
36;ti_Malbec;Malbec;1984;22839
37;ti_Marzemina;Marzemina;1984;231695
38;ti_Merlot;Merlot;1984;4939522
39;ti_Marselan;Marselan;1984;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1984;0
41;ti_Molinera;Molinera;1984;0
42;ti_Montepulciano;Montepulciano;1984;0
43;ti_Moscato Bailey;Moscato Bailey;1984;0
44;ti_Napa Gamay;Napa Gamay;1984;107495
45;ti_Nebbiolo;Nebbiolo;1984;0
46;ti_Petit Verdot;Petit Verdot;1984;0
47;ti_Petite Sirah;Petite Sirah;1984;33693
48;ti_Pinotage;Pinotage;1984;5861
49;ti_Pinot Noir;Pinot Noir;1984;37268
50;ti_Pinot Saint George;Pinot Saint George;1984;0
51;ti_Piriquita;Piriquita;1984;0
52;ti_Primitivo;Primitivo;1984;0
53;ti_Rebo;Rebo;1984;0
54;ti_Refosco;Refosco;1984;0
55;ti_Rondinella;Rondinella;1984;0
56;ti_Ruby Cabernet;Ruby Cabernet;1984;204
57;ti_Sangiovese;Sangiovese;1984;173005
58;ti_Saperavi ;Saperavi ;1984;0
59;ti_Sira (falsa);Sira (falsa);1984;1176744
60;ti_Tannat;Tannat;1984;65320
61;ti_Tempranillo;Tempranillo;1984;0
62;ti_Teroldego;Teroldego;1984;0
63;ti_Torrontes;Torrontes;1984;0
64;ti_Tinta Barroca;Tinta Barroca;1984;0
65;ti_Tinta Roriz ;Tinta Roriz ;1984;0
66;ti_Touriga Francesa;Touriga Francesa;1984;0
67;ti_Touriga Nacional;Touriga Nacional;1984;0
68;ti_Tinta Madeira;Tinta Madeira;1984;0
69;ti_Tintoria;Tintoria;1984;0
70;ti_Trincdeira;Trincdeira;1984;0
71;ti_Trousseau;Trousseau;1984;0
72;ti_Zinfandel;Zinfandel;1984;0
73;ti_Outras1;Outras1;1984;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1984;41615070
75;br_Aliatico;Aliatico;1984;0
76;br_Aligote;Aligote;1984;938
77;br_Altesse;Altesse;1984;15903
78;br_Alvarinho;Alvarinho;1984;0
79;br_Arriloba;Arriloba;1984;0
80;br_Auxerrois;Auxerrois;1984;0
81;br_Burger;Burger;1984;0
82;br_Chardonnay;Chardonnay;1984;17191
83;br_Chasselas;Chasselas;1984;48466
84;br_Chenin Blanc;Chenin Blanc;1984;14678
85;br_Clairette(1);Clairette(1);1984;11168
86;br_Colombard;Colombard;1984;0
87;br_Flora;Flora;1984;28570
88;br_Garganega;Garganega;1984;0
89;br_Gewurztraminer;Gewurztraminer;1984;8573
90;br_Gouveio;Gouveio;1984;0
91;br_Gros Manseng;Gros Manseng;1984;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1984;0
93;br_Maccabeo;Maccabeo;1984;0
94;br_Malvasia;Malvasia;1984;1886676
95;br_Malvasia Amarela;Malvasia Amarela;1984;0
96;br_Malvasia Bianca;Malvasia Bianca;1984;0
97;br_Malvasia Chianti;Malvasia Chianti;1984;0
98;br_Malvasia Verde;Malvasia Verde;1984;0
99;br_Malvasia di Candia;Malvasia di Candia;1984;7318
100;br_Malvasia Istriana;Malvasia Istriana;1984;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1984;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1984;0
103;br_Moscato_branco;Moscato Branco;1984;11156471
104;br_Moscato Canelli;Moscato Canelli;1984;0
105;br_Moscato Giallo;Moscato Giallo;1984;0
106;br_Moscato Nazareno;Moscato Nazareno;1984;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1984;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1984;0
109;br_Moscato Rosado;Moscato Rosado;1984;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1984;0
111;br_Muller Thurgau;Muller Thurgau;1984;0
112;br_Muscadelle;Muscadelle;1984;0
113;br_Ora;Ora;1984;0
114;br_Palomino;Palomino;1984;19500
115;br_Petit Manseng;Petit Manseng;1984;0
116;br_Peverella;Peverella;1984;1288629
117;br_Pinot Blanc;Pinot Blanc;1984;15611
118;br_Pinot Gris;Pinot Gris;1984;0
119;br_Prosecco;Prosecco;1984;9327
120;br_Red Veltliner;Red Veltliner;1984;2440
121;br_Riesling Italico;Riesling Italico;1984;4557416
122;br_Riesling Renano;Riesling Renano;1984;5224
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1984;65207
124;br_Sauvignon Gris;Sauvignon Gris;1984;0
125;br_Seara Nova;Seara Nova;1984;425
126;br_Semillon;Semillon;1984;3930216
127;br_Schonburger;Schonburger;1984;0
128;br_Sylvaner;Sylvaner;1984;41038
129;br_Tocai Friulano;Tocai Friulano;1984;0
130;br_Trebbiano;Trebbiano;1984;17582216
131;br_Trebbiano Toscano;Trebbiano Toscano;1984;0
132;br_Verdea;Verdea;1984;0
133;br_Verdelho;Verdelho;1984;0
134;br_Verdiso;Verdiso;1984;46048
135;br_Vermentino;Vermentino;1984;29380
136;br_Vernaccia;Vernaccia;1984;826441
137;br_Viogner ;Viogner ;1984;0
138;br_Viognier;Viognier;1984;0
139;br_Outras(3);Outras(3);1984;0
1;TINTAS;TINTAS;1985;30195343
2;ti_Alicante Bouschet;Alicante Bouschet;1985;6807
3;ti_Ancelota;Ancelota;1985;0
4;ti_Aramon;Aramon;1985;37384
5;ti_Alfrocheiro;Alfrocheiro;1985;0
6;ti_Arinarnoa;Arinarnoa;1985;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1985;0
8;ti_Barbera;Barbera;1985;7290172
9;ti_Bonarda;Bonarda;1985;1754291
10;ti_Cabernet Franc;Cabernet Franc;1985;10342293
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1985;149527
12;ti_ Caladoc;Caladoc;1985;0
13;ti_Campanario;Campanario;1985;1660
14;ti_Canaiolo;Canaiolo;1985;455665
15;ti_Carignan;Carignan;1985;1733
16;ti_Carmenere;Carmenere;1985;89699
17;ti_Castelão;Castelão;1985;0
18;ti_Corvina;Corvina;1985;0
19;ti_Croatina;Croatina;1985;0
20;ti_Cinsaut;Cinsaut;1985;7195
21;ti_Dom Felder;Dom Felder;1985;0
22;ti_Dolcetto;Dolcetto;1985;0
23;ti_Durif;Durif;1985;0
24;ti_Egiodola;Egiodola;1985;0
25;ti_Ekigaina;Ekigaina;1985;0
26;ti_Festival (Sugraone);Festival (Sugraone);1985;0
27;ti_Franconia;Franconia;1985;0
28;ti_Freisa;Freisa;1985;4208
29;ti_Gamay St Romain;Gamay St Romain;1985;895817
30;ti_Gamay Beaujolais;Gamay Beaujolais;1985;48410
31;ti_Grand Noir;Grand Noir;1985;27537
32;ti_Grenache;Grenache;1985;0
33;ti_Jaen;Jaen;1985;0
34;ti_Lagrein;Lagrein;1985;0
35;ti_Lambrusco;Lambrusco;1985;14360
36;ti_Malbec;Malbec;1985;39347
37;ti_Marzemina;Marzemina;1985;352748
38;ti_Merlot;Merlot;1985;6965153
39;ti_Marselan;Marselan;1985;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1985;0
41;ti_Molinera;Molinera;1985;0
42;ti_Montepulciano;Montepulciano;1985;0
43;ti_Moscato Bailey;Moscato Bailey;1985;0
44;ti_Napa Gamay;Napa Gamay;1985;9665
45;ti_Nebbiolo;Nebbiolo;1985;0
46;ti_Petit Verdot;Petit Verdot;1985;0
47;ti_Petite Sirah;Petite Sirah;1985;73075
48;ti_Pinotage;Pinotage;1985;15236
49;ti_Pinot Noir;Pinot Noir;1985;127953
50;ti_Pinot Saint George;Pinot Saint George;1985;0
51;ti_Piriquita;Piriquita;1985;0
52;ti_Primitivo;Primitivo;1985;0
53;ti_Rebo;Rebo;1985;0
54;ti_Refosco;Refosco;1985;0
55;ti_Rondinella;Rondinella;1985;0
56;ti_Ruby Cabernet;Ruby Cabernet;1985;426
57;ti_Sangiovese;Sangiovese;1985;144839
58;ti_Saperavi ;Saperavi ;1985;0
59;ti_Sira (falsa);Sira (falsa);1985;1272377
60;ti_Tannat;Tannat;1985;43800
61;ti_Tempranillo;Tempranillo;1985;0
62;ti_Teroldego;Teroldego;1985;0
63;ti_Torrontes;Torrontes;1985;0
64;ti_Tinta Barroca;Tinta Barroca;1985;0
65;ti_Tinta Roriz ;Tinta Roriz ;1985;0
66;ti_Touriga Francesa;Touriga Francesa;1985;0
67;ti_Touriga Nacional;Touriga Nacional;1985;0
68;ti_Tinta Madeira;Tinta Madeira;1985;2508
69;ti_Tintoria;Tintoria;1985;21260
70;ti_Trincdeira;Trincdeira;1985;0
71;ti_Trousseau;Trousseau;1985;0
72;ti_Zinfandel;Zinfandel;1985;198
73;ti_Outras1;Outras1;1985;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1985;66103513
75;br_Aliatico;Aliatico;1985;0
76;br_Aligote;Aligote;1985;0
77;br_Altesse;Altesse;1985;36111
78;br_Alvarinho;Alvarinho;1985;0
79;br_Arriloba;Arriloba;1985;0
80;br_Auxerrois;Auxerrois;1985;2020
81;br_Burger;Burger;1985;2665
82;br_Chardonnay;Chardonnay;1985;191484
83;br_Chasselas;Chasselas;1985;160169
84;br_Chenin Blanc;Chenin Blanc;1985;40276
85;br_Clairette(1);Clairette(1);1985;13929
86;br_Colombard;Colombard;1985;0
87;br_Flora;Flora;1985;53233
88;br_Garganega;Garganega;1985;0
89;br_Gewurztraminer;Gewurztraminer;1985;88037
90;br_Gouveio;Gouveio;1985;0
91;br_Gros Manseng;Gros Manseng;1985;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1985;0
93;br_Maccabeo;Maccabeo;1985;0
94;br_Malvasia;Malvasia;1985;3422293
95;br_Malvasia Amarela;Malvasia Amarela;1985;0
96;br_Malvasia Bianca;Malvasia Bianca;1985;0
97;br_Malvasia Chianti;Malvasia Chianti;1985;0
98;br_Malvasia Verde;Malvasia Verde;1985;0
99;br_Malvasia di Candia;Malvasia di Candia;1985;0
100;br_Malvasia Istriana;Malvasia Istriana;1985;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1985;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1985;0
103;br_Moscato_branco;Moscato Branco;1985;18464456
104;br_Moscato Canelli;Moscato Canelli;1985;0
105;br_Moscato Giallo;Moscato Giallo;1985;0
106;br_Moscato Nazareno;Moscato Nazareno;1985;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1985;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1985;0
109;br_Moscato Rosado;Moscato Rosado;1985;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1985;0
111;br_Muller Thurgau;Muller Thurgau;1985;2028
112;br_Muscadelle;Muscadelle;1985;0
113;br_Ora;Ora;1985;0
114;br_Palomino;Palomino;1985;30395
115;br_Petit Manseng;Petit Manseng;1985;0
116;br_Peverella;Peverella;1985;2630718
117;br_Pinot Blanc;Pinot Blanc;1985;129010
118;br_Pinot Gris;Pinot Gris;1985;0
119;br_Prosecco;Prosecco;1985;108830
120;br_Red Veltliner;Red Veltliner;1985;4689
121;br_Riesling Italico;Riesling Italico;1985;7207668
122;br_Riesling Renano;Riesling Renano;1985;163005
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1985;190061
124;br_Sauvignon Gris;Sauvignon Gris;1985;0
125;br_Seara Nova;Seara Nova;1985;1640
126;br_Semillon;Semillon;1985;7393292
127;br_Schonburger;Schonburger;1985;0
128;br_Sylvaner;Sylvaner;1985;73591
129;br_Tocai Friulano;Tocai Friulano;1985;923
130;br_Trebbiano;Trebbiano;1985;24178593
131;br_Trebbiano Toscano;Trebbiano Toscano;1985;0
132;br_Verdea;Verdea;1985;0
133;br_Verdelho;Verdelho;1985;7900
134;br_Verdiso;Verdiso;1985;23684
135;br_Vermentino;Vermentino;1985;32124
136;br_Vernaccia;Vernaccia;1985;1450663
137;br_Viogner ;Viogner ;1985;0
138;br_Viognier;Viognier;1985;0
139;br_Outras(3);Outras(3);1985;26
1;TINTAS;TINTAS;1986;18736158
2;ti_Alicante Bouschet;Alicante Bouschet;1986;6677
3;ti_Ancelota;Ancelota;1986;0
4;ti_Aramon;Aramon;1986;0
5;ti_Alfrocheiro;Alfrocheiro;1986;0
6;ti_Arinarnoa;Arinarnoa;1986;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1986;0
8;ti_Barbera;Barbera;1986;3553090
9;ti_Bonarda;Bonarda;1986;877037
10;ti_Cabernet Franc;Cabernet Franc;1986;6403968
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1986;539711
12;ti_ Caladoc;Caladoc;1986;0
13;ti_Campanario;Campanario;1986;845
14;ti_Canaiolo;Canaiolo;1986;271645
15;ti_Carignan;Carignan;1986;1508
16;ti_Carmenere;Carmenere;1986;61422
17;ti_Castelão;Castelão;1986;0
18;ti_Corvina;Corvina;1986;0
19;ti_Croatina;Croatina;1986;0
20;ti_Cinsaut;Cinsaut;1986;2446
21;ti_Dom Felder;Dom Felder;1986;0
22;ti_Dolcetto;Dolcetto;1986;0
23;ti_Durif;Durif;1986;0
24;ti_Egiodola;Egiodola;1986;0
25;ti_Ekigaina;Ekigaina;1986;0
26;ti_Festival (Sugraone);Festival (Sugraone);1986;0
27;ti_Franconia;Franconia;1986;0
28;ti_Freisa;Freisa;1986;0
29;ti_Gamay St Romain;Gamay St Romain;1986;788089
30;ti_Gamay Beaujolais;Gamay Beaujolais;1986;0
31;ti_Grand Noir;Grand Noir;1986;21
32;ti_Grenache;Grenache;1986;15851
33;ti_Jaen;Jaen;1986;0
34;ti_Lagrein;Lagrein;1986;0
35;ti_Lambrusco;Lambrusco;1986;6245
36;ti_Malbec;Malbec;1986;23431
37;ti_Marzemina;Marzemina;1986;159440
38;ti_Merlot;Merlot;1986;4775740
39;ti_Marselan;Marselan;1986;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1986;0
41;ti_Molinera;Molinera;1986;0
42;ti_Montepulciano;Montepulciano;1986;0
43;ti_Moscato Bailey;Moscato Bailey;1986;0
44;ti_Napa Gamay;Napa Gamay;1986;0
45;ti_Nebbiolo;Nebbiolo;1986;357
46;ti_Petit Verdot;Petit Verdot;1986;0
47;ti_Petite Sirah;Petite Sirah;1986;99786
48;ti_Pinotage;Pinotage;1986;13483
49;ti_Pinot Noir;Pinot Noir;1986;202820
50;ti_Pinot Saint George;Pinot Saint George;1986;47600
51;ti_Piriquita;Piriquita;1986;0
52;ti_Primitivo;Primitivo;1986;0
53;ti_Rebo;Rebo;1986;0
54;ti_Refosco;Refosco;1986;0
55;ti_Rondinella;Rondinella;1986;0
56;ti_Ruby Cabernet;Ruby Cabernet;1986;21
57;ti_Sangiovese;Sangiovese;1986;77509
58;ti_Saperavi ;Saperavi ;1986;0
59;ti_Sira (falsa);Sira (falsa);1986;695871
60;ti_Tannat;Tannat;1986;68352
61;ti_Tempranillo;Tempranillo;1986;0
62;ti_Teroldego;Teroldego;1986;0
63;ti_Torrontes;Torrontes;1986;0
64;ti_Tinta Barroca;Tinta Barroca;1986;0
65;ti_Tinta Roriz ;Tinta Roriz ;1986;0
66;ti_Touriga Francesa;Touriga Francesa;1986;0
67;ti_Touriga Nacional;Touriga Nacional;1986;0
68;ti_Tinta Madeira;Tinta Madeira;1986;1733
69;ti_Tintoria;Tintoria;1986;0
70;ti_Trincdeira;Trincdeira;1986;0
71;ti_Trousseau;Trousseau;1986;0
72;ti_Zinfandel;Zinfandel;1986;41460
73;ti_Outras1;Outras1;1986;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1986;47542250
75;br_Aliatico;Aliatico;1986;0
76;br_Aligote;Aligote;1986;0
77;br_Altesse;Altesse;1986;43477
78;br_Alvarinho;Alvarinho;1986;0
79;br_Arriloba;Arriloba;1986;0
80;br_Auxerrois;Auxerrois;1986;0
81;br_Burger;Burger;1986;20591
82;br_Chardonnay;Chardonnay;1986;352746
83;br_Chasselas;Chasselas;1986;123305
84;br_Chenin Blanc;Chenin Blanc;1986;110067
85;br_Clairette(1);Clairette(1);1986;12182
86;br_Colombard;Colombard;1986;14480
87;br_Flora;Flora;1986;52143
88;br_Garganega;Garganega;1986;0
89;br_Gewurztraminer;Gewurztraminer;1986;206986
90;br_Gouveio;Gouveio;1986;0
91;br_Gros Manseng;Gros Manseng;1986;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1986;0
93;br_Maccabeo;Maccabeo;1986;0
94;br_Malvasia;Malvasia;1986;2261265
95;br_Malvasia Amarela;Malvasia Amarela;1986;0
96;br_Malvasia Bianca;Malvasia Bianca;1986;0
97;br_Malvasia Chianti;Malvasia Chianti;1986;0
98;br_Malvasia Verde;Malvasia Verde;1986;0
99;br_Malvasia di Candia;Malvasia di Candia;1986;0
100;br_Malvasia Istriana;Malvasia Istriana;1986;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1986;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1986;0
103;br_Moscato_branco;Moscato Branco;1986;12858661
104;br_Moscato Canelli;Moscato Canelli;1986;7554
105;br_Moscato Giallo;Moscato Giallo;1986;0
106;br_Moscato Nazareno;Moscato Nazareno;1986;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1986;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1986;0
109;br_Moscato Rosado;Moscato Rosado;1986;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1986;0
111;br_Muller Thurgau;Muller Thurgau;1986;7026
112;br_Muscadelle;Muscadelle;1986;0
113;br_Ora;Ora;1986;0
114;br_Palomino;Palomino;1986;46533
115;br_Petit Manseng;Petit Manseng;1986;0
116;br_Peverella;Peverella;1986;2036768
117;br_Pinot Blanc;Pinot Blanc;1986;168354
118;br_Pinot Gris;Pinot Gris;1986;0
119;br_Prosecco;Prosecco;1986;122524
120;br_Red Veltliner;Red Veltliner;1986;2522
121;br_Riesling Italico;Riesling Italico;1986;4267206
122;br_Riesling Renano;Riesling Renano;1986;426596
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1986;250087
124;br_Sauvignon Gris;Sauvignon Gris;1986;0
125;br_Seara Nova;Seara Nova;1986;965
126;br_Semillon;Semillon;1986;6503648
127;br_Schonburger;Schonburger;1986;0
128;br_Sylvaner;Sylvaner;1986;66793
129;br_Tocai Friulano;Tocai Friulano;1986;1821
130;br_Trebbiano;Trebbiano;1986;16567251
131;br_Trebbiano Toscano;Trebbiano Toscano;1986;0
132;br_Verdea;Verdea;1986;809
133;br_Verdelho;Verdelho;1986;7785
134;br_Verdiso;Verdiso;1986;0
135;br_Vermentino;Vermentino;1986;22409
136;br_Vernaccia;Vernaccia;1986;978903
137;br_Viogner ;Viogner ;1986;0
138;br_Viognier;Viognier;1986;0
139;br_Outras(3);Outras(3);1986;793
1;TINTAS;TINTAS;1987;17213860
2;ti_Alicante Bouschet;Alicante Bouschet;1987;16210
3;ti_Ancelota;Ancelota;1987;0
4;ti_Aramon;Aramon;1987;0
5;ti_Alfrocheiro;Alfrocheiro;1987;0
6;ti_Arinarnoa;Arinarnoa;1987;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1987;0
8;ti_Barbera;Barbera;1987;2845387
9;ti_Bonarda;Bonarda;1987;658716
10;ti_Cabernet Franc;Cabernet Franc;1987;6616589
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1987;827942
12;ti_ Caladoc;Caladoc;1987;0
13;ti_Campanario;Campanario;1987;1090
14;ti_Canaiolo;Canaiolo;1987;139047
15;ti_Carignan;Carignan;1987;359
16;ti_Carmenere;Carmenere;1987;41224
17;ti_Castelão;Castelão;1987;0
18;ti_Corvina;Corvina;1987;0
19;ti_Croatina;Croatina;1987;0
20;ti_Cinsaut;Cinsaut;1987;5871
21;ti_Dom Felder;Dom Felder;1987;0
22;ti_Dolcetto;Dolcetto;1987;0
23;ti_Durif;Durif;1987;0
24;ti_Egiodola;Egiodola;1987;0
25;ti_Ekigaina;Ekigaina;1987;0
26;ti_Festival (Sugraone);Festival (Sugraone);1987;0
27;ti_Franconia;Franconia;1987;0
28;ti_Freisa;Freisa;1987;0
29;ti_Gamay St Romain;Gamay St Romain;1987;603449
30;ti_Gamay Beaujolais;Gamay Beaujolais;1987;0
31;ti_Grand Noir;Grand Noir;1987;56
32;ti_Grenache;Grenache;1987;6043
33;ti_Jaen;Jaen;1987;0
34;ti_Lagrein;Lagrein;1987;0
35;ti_Lambrusco;Lambrusco;1987;7887
36;ti_Malbec;Malbec;1987;10121
37;ti_Marzemina;Marzemina;1987;162480
38;ti_Merlot;Merlot;1987;4310762
39;ti_Marselan;Marselan;1987;0
40;ti_Mistura de uvas viníferas tinto ;Mistura de uvas viníferas tinto ;1987;0
41;ti_Molinera;Molinera;1987;0
42;ti_Montepulciano;Montepulciano;1987;0
43;ti_Moscato Bailey;Moscato Bailey;1987;0
44;ti_Napa Gamay;Napa Gamay;1987;0
45;ti_Nebbiolo;Nebbiolo;1987;4000
46;ti_Petit Verdot;Petit Verdot;1987;0
47;ti_Petite Sirah;Petite Sirah;1987;61205
48;ti_Pinotage;Pinotage;1987;9527
49;ti_Pinot Noir;Pinot Noir;1987;125181
50;ti_Pinot Saint George;Pinot Saint George;1987;45000
51;ti_Piriquita;Piriquita;1987;0
52;ti_Primitivo;Primitivo;1987;0
53;ti_Rebo;Rebo;1987;0
54;ti_Refosco;Refosco;1987;0
55;ti_Rondinella;Rondinella;1987;0
56;ti_Ruby Cabernet;Ruby Cabernet;1987;700
57;ti_Sangiovese;Sangiovese;1987;90701
58;ti_Saperavi ;Saperavi ;1987;0
59;ti_Sira (falsa);Sira (falsa);1987;520216
60;ti_Tannat;Tannat;1987;43762
61;ti_Tempranillo;Tempranillo;1987;0
62;ti_Teroldego;Teroldego;1987;0
63;ti_Torrontes;Torrontes;1987;0
64;ti_Tinta Barroca;Tinta Barroca;1987;0
65;ti_Tinta Roriz ;Tinta Roriz ;1987;0
66;ti_Touriga Francesa;Touriga Francesa;1987;0
67;ti_Touriga Nacional;Touriga Nacional;1987;0
68;ti_Tinta Madeira;Tinta Madeira;1987;179
69;ti_Tintoria;Tintoria;1987;14930
70;ti_Trincdeira;Trincdeira;1987;0
71;ti_Trousseau;Trousseau;1987;0
72;ti_Zinfandel;Zinfandel;1987;45226
73;ti_Outras1;Outras1;1987;0
74;BRANCASEROSADAS;BRANCAS E ROSADAS;1987;48998099
75;br_Aliatico;Aliatico;1987;1587
76;br_Aligote;Aligote;1987;0
77;br_Altesse;Altesse;1987;8556
78;br_Alvarinho;Alvarinho;1987;0
79;br_Arriloba;Arriloba;1987;0
80;br_Auxerrois;Auxerrois;1987;3057
81;br_Burger;Burger;1987;0
82;br_Chardonnay;Chardonnay;1987;396887
83;br_Chasselas;Chasselas;1987;100699
84;br_Chenin Blanc;Chenin Blanc;1987;97373
85;br_Clairette(1);Clairette(1);1987;910
86;br_Colombard;Colombard;1987;23000
87;br_Flora;Flora;1987;73563
88;br_Garganega;Garganega;1987;0
89;br_Gewurztraminer;Gewurztraminer;1987;314215
90;br_Gouveio;Gouveio;1987;0
91;br_Gros Manseng;Gros Manseng;1987;0
92;br_Italia (Pirovano 65) (PE);Italia (Pirovano 65) (PE);1987;0
93;br_Maccabeo;Maccabeo;1987;0
94;br_Malvasia;Malvasia;1987;1526629
95;br_Malvasia Amarela;Malvasia Amarela;1987;0
96;br_Malvasia Bianca;Malvasia Bianca;1987;0
97;br_Malvasia Chianti;Malvasia Chianti;1987;0
98;br_Malvasia Verde;Malvasia Verde;1987;0
99;br_Malvasia di Candia;Malvasia di Candia;1987;0
100;br_Malvasia Istriana;Malvasia Istriana;1987;0
101;br_Mistura de uvas viníferas;Mistura de uvas viníferas branco;1987;0
102;br_Mistura de uvas viníferas;Mistura de uvas viníferas rosado;1987;0
103;br_Moscato_branco;Moscato Branco;1987;15436116
104;br_Moscato Canelli;Moscato Canelli;1987;0
105;br_Moscato Giallo;Moscato Giallo;1987;0
106;br_Moscato Nazareno;Moscato Nazareno;1987;0
107;br_Moscato Bianco R2;Moscato Bianco R2;1987;0
108;br_Moscato de Alexandria;Moscato de Alexandria;1987;0
109;br_Moscato Rosado;Moscato Rosado;1987;0
110;br_Muscat a Petits Grains;Muscat à Petits Grains;1987;0
111;br_Muller Thurgau;Muller Thurgau;1987;11881
112;br_Muscadelle;Muscadelle;1987;0
113;br_Ora;Ora;1987;0
114;br_Palomino;Palomino;1987;50919
115;br_Petit Manseng;Petit Manseng;1987;0
116;br_Peverella;Peverella;1987;1683632
117;br_Pinot Blanc;Pinot Blanc;1987;229908
118;br_Pinot Gris;Pinot Gris;1987;0
119;br_Prosecco;Prosecco;1987;235512
120;br_Red Veltliner;Red Veltliner;1987;654
121;br_Riesling Italico;Riesling Italico;1987;8110697
122;br_Riesling Renano;Riesling Renano;1987;0
123;br_Sauvignon Blanc(2);Sauvignon Blanc(2);1987;251663
124;br_Sauvignon Gris;Sauvignon Gris;1987;0
125;br_Seara Nova;Seara Nova;1987;2273
126;br_Semillon;Semillon;1987;6382755
127;br_Schonburger;Schonburger;1987;0
128;br_Sylvaner;Sylvaner;1987;51359
129;br_Tocai Friulano;Tocai Friulano;1987;619
130;br_Trebbiano;Trebbiano;1987;12854969
131;br_Trebbiano Toscano;Trebbiano Toscano;1987;0
132;br_Verdea;Verdea;1987;0
133;br_Verdelho;Verdelho;1987;0
134;br_Verdiso;Verdiso;1987;0
135;br_Vermentino;Vermentino;1987;22566
136;br_Vernaccia;Vernaccia;1987;1124796
137;br_Viogner ;Viogner ;1987;0
138;br_Viognier;Viognier;1987;0
139;br_Outras(3);Outras(3);1987;1304
1;TINTAS;TINTAS;1988;25753888
2;ti_Alicante Bouschet;Alicante Bouschet;1988;8203
3;ti_Ancelota;Ancelota;1988;0
4;ti_Aramon;Aramon;1988;0
5;ti_Alfrocheiro;Alfrocheiro;1988;0
6;ti_Arinarnoa;Arinarnoa;1988;0
7;ti_Aspirant Bouschet;Aspirant Bouschet;1988;0
8;ti_Barbera;Barbera;1988;4447914
9;ti_Bonarda;Bonarda;1988;639841
10;ti_Cabernet Franc;Cabernet Franc;1988;9129403
11;ti_Cabernet Sauvignon;Cabernet Sauvignon;1988;1980401
12;ti_ Caladoc;Caladoc;1988;0
13;ti_Campanario;Campanario;1988;2900
14;ti_Canaiolo;Canaiolo;1988;266265
15;ti_Carignan;Carignan;1988;128366
16;ti_Carmenere;Carmenere;1988;35458
17;ti_Castelão;Castelão;1988;0
18;ti_Corvina;Corvina;1988;0
19;ti_Croatina;Croatina;1988;0
20;ti_Cinsaut;Cinsaut;1988;22362
21;ti_Dom Felder;Dom Felder;1988;0
22;ti_Dolcetto;Dolcetto;1988;0
23;ti_Durif;Durif;1988;0
24;ti_Egiodola;Egiodola;1988;0
25;ti_Ekigaina;Ekigaina;1988;0
