Id;País;ano;Quantidade (Kg)
38;Reino Unido;2004;0
39;Romênia;2004;0
40;Suíça;2004;0
41;Tunísia;2004;0
42;Ucrânia;2004;0
43;Uruguai;2004;180
44;Não consta na tabela;2004;0
45;Não declarados;2004;0
46;Outros;2004;0
1;Africa do Sul;2004;259
2;Alemanha;2004;77735
3;Argentina;2004;2760067
4;Austrália;2004;6507
5;Áustria;2004;0
6;Bermudas;2004;0
7;Bahamas;2004;0
8;Bélgica;2004;0
9;Brasil;2004;17451
10;Bulgária;2004;0
11;Canada;2004;0
12;Chile;2004;48350
13;Croácia;2004;0
14;Cuba;2004;0
15;Emirados Árabes Unidos;2004;0
16;Eslovênia;2004;0
17;Espanha;2004;660360
18;Estados Unidos;2004;0
19;França;2004;6768485
20;Geórgia;2004;0
21;Granada;2004;0
22;Grécia;2004;0
23;Hong Kong;2004;0
24;Hungria;2004;1775
25;Indonésia;2004;0
26;Irlanda;2004;0
27;Israel;2004;5346
28;Itália;2004;2850765
29;Japão;2004;0
30;Luxemburgo;2004;0
31;México;2004;0
32;Moldávia;2004;0
33;Nova Zelândia;2004;0
34;Países Baixos;2004;0
35;Panamá;2004;0
36;Peru;2004;0
37;Portugal;2004;99071
38;Reino Unido;2004;0
39;Romênia;2004;0
40;Suíça;2004;0
41;Tunísia;2004;0
42;Ucrânia;2004;0
43;Uruguai;2004;1440
44;Não consta na tabela;2004;0
45;Não declarados;2004;0
46;Outros;2004;0
1;Africa do Sul;2005;520
2;Alemanha;2005;888
3;Argentina;2005;1135922
4;Austrália;2005;1125
5;Áustria;2005;0
6;Bermudas;2005;0
7;Bahamas;2005;0
8;Bélgica;2005;0
9;Brasil;2005;9801
10;Bulgária;2005;0
11;Canada;2005;0
12;Chile;2005;38290
13;Croácia;2005;0
14;Cuba;2005;0
15;Emirados Árabes Unidos;2005;0
16;Eslovênia;2005;0
17;Espanha;2005;213074
18;Estados Unidos;2005;2808
19;França;2005;931767
20;Geórgia;2005;0
21;Granada;2005;0
22;Grécia;2005;0
23;Hong Kong;2005;0
24;Hungria;2005;0
25;Indonésia;2005;0
26;Irlanda;2005;0
27;Israel;2005;4968
28;Itália;2005;1092021
29;Japão;2005;0
30;Luxemburgo;2005;0
31;México;2005;0
32;Moldávia;2005;0
33;Nova Zelândia;2005;0
34;Países Baixos;2005;0
35;Panamá;2005;0
36;Peru;2005;0
37;Portugal;2005;10588
38;Reino Unido;2005;0
39;Romênia;2005;0
40;Suíça;2005;0
41;Tunísia;2005;0
42;Ucrânia;2005;0
43;Uruguai;2005;193
44;Não consta na tabela;2005;0
45;Não declarados;2005;0
46;Outros;2005;1043
1;Africa do Sul;2005;2320
2;Alemanha;2005;5487
3;Argentina;2005;2943342
4;Austrália;2005;7594
5;Áustria;2005;0
6;Bermudas;2005;0
7;Bahamas;2005;0
8;Bélgica;2005;0
9;Brasil;2005;33151
10;Bulgária;2005;0
11;Canada;2005;0
12;Chile;2005;92150
13;Croácia;2005;0
14;Cuba;2005;0
15;Emirados Árabes Unidos;2005;0
16;Eslovênia;2005;0
17;Espanha;2005;767994
18;Estados Unidos;2005;6796
19;França;2005;8295551
20;Geórgia;2005;0
21;Granada;2005;0
22;Grécia;2005;0
23;Hong Kong;2005;0
24;Hungria;2005;0
25;Indonésia;2005;0
26;Irlanda;2005;0
27;Israel;2005;13263
28;Itália;2005;2880464
29;Japão;2005;0
30;Luxemburgo;2005;0
31;México;2005;0
32;Moldávia;2005;0
33;Nova Zelândia;2005;0
34;Países Baixos;2005;0
35;Panamá;2005;0
36;Peru;2005;0
37;Portugal;2005;41905
38;Reino Unido;2005;0
39;Romênia;2005;0
40;Suíça;2005;0
41;Tunísia;2005;0
42;Ucrânia;2005;0
43;Uruguai;2005;372
44;Não consta na tabela;2005;0
45;Não declarados;2005;0
46;Outros;2005;3445
1;Africa do Sul;2006;275
2;Alemanha;2006;1170
3;Argentina;2006;1713270
4;Austrália;2006;675
5;Áustria;2006;0
6;Bermudas;2006;0
7;Bahamas;2006;0
8;Bélgica;2006;0
9;Brasil;2006;16225
10;Bulgária;2006;0
11;Canada;2006;0
12;Chile;2006;29806
13;Croácia;2006;0
14;Cuba;2006;0
15;Emirados Árabes Unidos;2006;0
16;Eslovênia;2006;0
17;Espanha;2006;250377
18;Estados Unidos;2006;1800
19;França;2006;1096043
20;Geórgia;2006;0
21;Granada;2006;0
22;Grécia;2006;0
23;Hong Kong;2006;0
24;Hungria;2006;0
25;Indonésia;2006;0
26;Irlanda;2006;0
27;Israel;2006;2250
28;Itália;2006;1410249
29;Japão;2006;0
30;Luxemburgo;2006;0
31;México;2006;0
32;Moldávia;2006;0
33;Nova Zelândia;2006;0
34;Países Baixos;2006;0
35;Panamá;2006;0
36;Peru;2006;0
37;Portugal;2006;35035
38;Reino Unido;2006;0
39;Romênia;2006;0
40;Suíça;2006;0
41;Tunísia;2006;0
42;Ucrânia;2006;0
43;Uruguai;2006;10755
44;Não consta na tabela;2006;0
45;Não declarados;2006;0
46;Outros;2006;7389
1;Africa do Sul;2006;1460
2;Alemanha;2006;8087
3;Argentina;2006;4726606
4;Austrália;2006;3248
5;Áustria;2006;0
6;Bermudas;2006;0
7;Bahamas;2006;0
8;Bélgica;2006;0
9;Brasil;2006;63088
10;Bulgária;2006;0
11;Canada;2006;0
12;Chile;2006;93696
13;Croácia;2006;0
14;Cuba;2006;0
15;Emirados Árabes Unidos;2006;0
16;Eslovênia;2006;0
17;Espanha;2006;916775
18;Estados Unidos;2006;4419
19;França;2006;11085410
20;Geórgia;2006;0
21;Granada;2006;0
22;Grécia;2006;0
23;Hong Kong;2006;0
24;Hungria;2006;0
25;Indonésia;2006;0
26;Irlanda;2006;0
27;Israel;2006;6382
28;Itália;2006;4279286
29;Japão;2006;0
30;Luxemburgo;2006;0
31;México;2006;0
32;Moldávia;2006;0
33;Nova Zelândia;2006;0
34;Países Baixos;2006;0
35;Panamá;2006;0
36;Peru;2006;0
37;Portugal;2006;146528
38;Reino Unido;2006;0
39;Romênia;2006;0
40;Suíça;2006;0
41;Tunísia;2006;0
42;Ucrânia;2006;0
43;Uruguai;2006;51557
44;Não consta na tabela;2006;0
45;Não declarados;2006;0
46;Outros;2006;27891
1;Africa do Sul;2007;90
2;Alemanha;2007;1980
3;Argentina;2007;556320
4;Austrália;2007;855
5;Áustria;2007;0
6;Bermudas;2007;0
7;Bahamas;2007;0
8;Bélgica;2007;0
9;Brasil;2007;4092
10;Bulgária;2007;0
11;Canada;2007;0
12;Chile;2007;49400
13;Croácia;2007;0
14;Cuba;2007;0
15;Emirados Árabes Unidos;2007;0
16;Eslovênia;2007;0
17;Espanha;2007;254317
18;Estados Unidos;2007;3240
19;França;2007;1079332
20;Geórgia;2007;0
21;Granada;2007;0
22;Grécia;2007;0
23;Hong Kong;2007;0
24;Hungria;2007;0
25;Indonésia;2007;0
26;Irlanda;2007;0
27;Israel;2007;5220
28;Itália;2007;1236636
29;Japão;2007;0
30;Luxemburgo;2007;0
31;México;2007;0
32;Moldávia;2007;0
33;Nova Zelândia;2007;0
34;Países Baixos;2007;0
35;Panamá;2007;0
36;Peru;2007;0
37;Portugal;2007;38385
38;Reino Unido;2007;0
39;Romênia;2007;0
40;Suíça;2007;0
41;Tunísia;2007;0
42;Ucrânia;2007;0
43;Uruguai;2007;7807
44;Não consta na tabela;2007;0
45;Não declarados;2007;0
46;Outros;2007;7338
1;Africa do Sul;2007;1073
2;Alemanha;2007;11786
3;Argentina;2007;1441196
4;Austrália;2007;7491
5;Áustria;2007;0
6;Bermudas;2007;0
7;Bahamas;2007;0
8;Bélgica;2007;0
9;Brasil;2007;22079
10;Bulgária;2007;0
11;Canada;2007;0
12;Chile;2007;159012
13;Croácia;2007;0
14;Cuba;2007;0
15;Emirados Árabes Unidos;2007;0
16;Eslovênia;2007;0
17;Espanha;2007;1003934
18;Estados Unidos;2007;8865
19;França;2007;10860013
20;Geórgia;2007;0
21;Granada;2007;0
22;Grécia;2007;0
23;Hong Kong;2007;0
24;Hungria;2007;0
25;Indonésia;2007;0
26;Irlanda;2007;0
27;Israel;2007;22638
28;Itália;2007;4541086
29;Japão;2007;0
30;Luxemburgo;2007;0
31;México;2007;0
32;Moldávia;2007;0
33;Nova Zelândia;2007;0
34;Países Baixos;2007;0
35;Panamá;2007;0
36;Peru;2007;0
37;Portugal;2007;181318
38;Reino Unido;2007;0
39;Romênia;2007;0
40;Suíça;2007;0
41;Tunísia;2007;0
42;Ucrânia;2007;0
43;Uruguai;2007;20021
44;Não consta na tabela;2007;0
45;Não declarados;2007;0
46;Outros;2007;42896
1;Africa do Sul;2008;9212
2;Alemanha;2008;1959
3;Argentina;2008;1015357
4;Austrália;2008;495
5;Áustria;2008;756
6;Bermudas;2008;0
7;Bahamas;2008;0
8;Bélgica;2008;0
9;Brasil;2008;1072
10;Bulgária;2008;0
11;Canada;2008;0
12;Chile;2008;84673
13;Croácia;2008;0
14;Cuba;2008;0
15;Emirados Árabes Unidos;2008;0
16;Eslovênia;2008;0
17;Espanha;2008;266955
18;Estados Unidos;2008;12417
19;França;2008;991608
20;Geórgia;2008;0
21;Granada;2008;0
22;Grécia;2008;0
23;Hong Kong;2008;0
24;Hungria;2008;0
25;Indonésia;2008;0
26;Irlanda;2008;0
27;Israel;2008;1350
28;Itália;2008;1051675
29;Japão;2008;0
30;Luxemburgo;2008;0
31;México;2008;0
32;Moldávia;2008;0
33;Nova Zelândia;2008;315
34;Países Baixos;2008;0
35;Panamá;2008;0
36;Peru;2008;0
37;Portugal;2008;62471
38;Reino Unido;2008;0
39;Romênia;2008;0
40;Suíça;2008;0
41;Tunísia;2008;0
42;Ucrânia;2008;0
43;Uruguai;2008;1755
44;Não consta na tabela;2008;0
45;Não declarados;2008;0
46;Outros;2008;0
1;Africa do Sul;2008;30630
2;Alemanha;2008;12516
3;Argentina;2008;3094003
4;Austrália;2008;3343
5;Áustria;2008;6680
6;Bermudas;2008;0
7;Bahamas;2008;0
8;Bélgica;2008;0
9;Brasil;2008;7645
10;Bulgária;2008;0
11;Canada;2008;0
12;Chile;2008;234038
13;Croácia;2008;0
14;Cuba;2008;0
15;Emirados Árabes Unidos;2008;0
16;Eslovênia;2008;0
17;Espanha;2008;1179471
18;Estados Unidos;2008;34991
19;França;2008;10773247
20;Geórgia;2008;0
21;Granada;2008;0
22;Grécia;2008;0
23;Hong Kong;2008;0
24;Hungria;2008;0
25;Indonésia;2008;0
26;Irlanda;2008;0
27;Israel;2008;6912
28;Itália;2008;4474690
29;Japão;2008;0
30;Luxemburgo;2008;0
31;México;2008;0
32;Moldávia;2008;0
33;Nova Zelândia;2008;3921
34;Países Baixos;2008;0
35;Panamá;2008;0
36;Peru;2008;0
37;Portugal;2008;273717
38;Reino Unido;2008;0
39;Romênia;2008;0
40;Suíça;2008;0
41;Tunísia;2008;0
42;Ucrânia;2008;0
43;Uruguai;2008;8372
44;Não consta na tabela;2008;0
45;Não declarados;2008;0
46;Outros;2008;0
1;Africa do Sul;2009;10381
2;Alemanha;2009;1170
3;Argentina;2009;894550
4;Austrália;2009;225
5;Áustria;2009;0
6;Bermudas;2009;0
7;Bahamas;2009;0
8;Bélgica;2009;0
9;Brasil;2009;0
10;Bulgária;2009;0
11;Canada;2009;0
12;Chile;2009;39533
13;Croácia;2009;0
14;Cuba;2009;0
15;Emirados Árabes Unidos;2009;0
16;Eslovênia;2009;0
17;Espanha;2009;388452
18;Estados Unidos;2009;7119
19;França;2009;1130768
20;Geórgia;2009;0
21;Granada;2009;0
22;Grécia;2009;0
23;Hong Kong;2009;0
24;Hungria;2009;0
25;Indonésia;2009;0
26;Irlanda;2009;0
27;Israel;2009;0
28;Itália;2009;693765
29;Japão;2009;0
30;Luxemburgo;2009;0
31;México;2009;0
32;Moldávia;2009;0
33;Nova Zelândia;2009;630
34;Países Baixos;2009;0
35;Panamá;2009;0
36;Peru;2009;0
37;Portugal;2009;31170
38;Reino Unido;2009;0
39;Romênia;2009;0
40;Suíça;2009;0
41;Tunísia;2009;0
42;Ucrânia;2009;0
43;Uruguai;2009;900
44;Não consta na tabela;2009;0
45;Não declarados;2009;0
46;Outros;2009;972
1;Africa do Sul;2009;42463
2;Alemanha;2009;8434
3;Argentina;2009;2730102
4;Austrália;2009;2108
5;Áustria;2009;0
6;Bermudas;2009;0
7;Bahamas;2009;0
8;Bélgica;2009;0
9;Brasil;2009;0
10;Bulgária;2009;0
11;Canada;2009;0
12;Chile;2009;165731
13;Croácia;2009;0
14;Cuba;2009;0
15;Emirados Árabes Unidos;2009;0
16;Eslovênia;2009;0
17;Espanha;2009;1397582
18;Estados Unidos;2009;25952
19;França;2009;11933677
20;Geórgia;2009;0
21;Granada;2009;0
22;Grécia;2009;0
23;Hong Kong;2009;0
24;Hungria;2009;0
25;Indonésia;2009;0
26;Irlanda;2009;0
27;Israel;2009;0
28;Itália;2009;2984665
29;Japão;2009;0
30;Luxemburgo;2009;0
31;México;2009;0
32;Moldávia;2009;0
33;Nova Zelândia;2009;5106
34;Países Baixos;2009;0
35;Panamá;2009;0
36;Peru;2009;0
37;Portugal;2009;164404
38;Reino Unido;2009;0
39;Romênia;2009;0
40;Suíça;2009;0
41;Tunísia;2009;0
42;Ucrânia;2009;0
43;Uruguai;2009;10200
44;Não consta na tabela;2009;0
45;Não declarados;2009;0
46;Outros;2009;2665
1;Africa do Sul;2010;8121
2;Alemanha;2010;1116
3;Argentina;2010;1086901
4;Austrália;2010;0
5;Áustria;2010;0
6;Bermudas;2010;0
7;Bahamas;2010;0
8;Bélgica;2010;0
9;Brasil;2010;468
10;Bulgária;2010;0
11;Canada;2010;0
12;Chile;2010;68562
13;Croácia;2010;0
14;Cuba;2010;0
15;Emirados Árabes Unidos;2010;0
16;Eslovênia;2010;0
17;Espanha;2010;512539
18;Estados Unidos;2010;11387
19;França;2010;1462949
20;Geórgia;2010;0
21;Granada;2010;0
22;Grécia;2010;0
23;Hong Kong;2010;0
24;Hungria;2010;0
25;Indonésia;2010;0
26;Irlanda;2010;0
27;Israel;2010;1224
28;Itália;2010;1079836
29;Japão;2010;0
30;Luxemburgo;2010;0
31;México;2010;396
32;Moldávia;2010;0
33;Nova Zelândia;2010;720
34;Países Baixos;2010;0
35;Panamá;2010;0
36;Peru;2010;0
37;Portugal;2010;74184
38;Reino Unido;2010;0
39;Romênia;2010;0
40;Suíça;2010;0
41;Tunísia;2010;0
42;Ucrânia;2010;0
43;Uruguai;2010;5850
44;Não consta na tabela;2010;0
45;Não declarados;2010;0
46;Outros;2010;0
1;Africa do Sul;2010;37035
2;Alemanha;2010;5753
3;Argentina;2010;3583463
4;Austrália;2010;0
5;Áustria;2010;0
6;Bermudas;2010;0
7;Bahamas;2010;0
8;Bélgica;2010;0
9;Brasil;2010;62570
10;Bulgária;2010;0
11;Canada;2010;0
12;Chile;2010;243004
13;Croácia;2010;0
14;Cuba;2010;0
15;Emirados Árabes Unidos;2010;0
16;Eslovênia;2010;0
17;Espanha;2010;1904476
18;Estados Unidos;2010;49664
19;França;2010;17012302
20;Geórgia;2010;0
21;Granada;2010;0
22;Grécia;2010;0
23;Hong Kong;2010;0
24;Hungria;2010;0
25;Indonésia;2010;0
26;Irlanda;2010;0
27;Israel;2010;5467
28;Itália;2010;4703738
29;Japão;2010;0
30;Luxemburgo;2010;0
31;México;2010;834
32;Moldávia;2010;0
33;Nova Zelândia;2010;6858
34;Países Baixos;2010;0
35;Panamá;2010;0
36;Peru;2010;0
37;Portugal;2010;326868
38;Reino Unido;2010;0
39;Romênia;2010;0
40;Suíça;2010;0
41;Tunísia;2010;0
42;Ucrânia;2010;0
43;Uruguai;2010;19080
44;Não consta na tabela;2010;0
45;Não declarados;2010;0
46;Outros;2010;0
1;Africa do Sul;2011;20213
2;Alemanha;2011;810
3;Argentina;2011;997492
4;Austrália;2011;45
5;Áustria;2011;0
6;Bermudas;2011;0
7;Bahamas;2011;0
8;Bélgica;2011;0
9;Brasil;2011;6210
10;Bulgária;2011;0
11;Canada;2011;0
12;Chile;2011;66639
13;Croácia;2011;0
14;Cuba;2011;0
15;Emirados Árabes Unidos;2011;0
16;Eslovênia;2011;0
17;Espanha;2011;831585
18;Estados Unidos;2011;4553
19;França;2011;1802575
20;Geórgia;2011;0
21;Granada;2011;0
22;Grécia;2011;0
23;Hong Kong;2011;0
24;Hungria;2011;0
25;Indonésia;2011;0
26;Irlanda;2011;0
27;Israel;2011;990
28;Itália;2011;1137610
29;Japão;2011;0
30;Luxemburgo;2011;0
31;México;2011;0
32;Moldávia;2011;0
33;Nova Zelândia;2011;135
34;Países Baixos;2011;0
35;Panamá;2011;0
36;Peru;2011;0
37;Portugal;2011;53756
38;Reino Unido;2011;0
39;Romênia;2011;0
40;Suíça;2011;0
41;Tunísia;2011;870
42;Ucrânia;2011;0
43;Uruguai;2011;135
44;Não consta na tabela;2011;0
45;Não declarados;2011;0
46;Outros;2011;0
1;Africa do Sul;2011;123099
2;Alemanha;2011;8800
3;Argentina;2011;3818944
4;Austrália;2011;174
5;Áustria;2011;0
6;Bermudas;2011;0
7;Bahamas;2011;0
8;Bélgica;2011;0
9;Brasil;2011;52984
10;Bulgária;2011;0
11;Canada;2011;0
12;Chile;2011;248691
13;Croácia;2011;0
14;Cuba;2011;0
15;Emirados Árabes Unidos;2011;0
16;Eslovênia;2011;0
17;Espanha;2011;3017324
18;Estados Unidos;2011;15458
19;França;2011;20020633
20;Geórgia;2011;0
21;Granada;2011;0
22;Grécia;2011;0
23;Hong Kong;2011;0
24;Hungria;2011;0
25;Indonésia;2011;0
26;Irlanda;2011;0
27;Israel;2011;11627
28;Itália;2011;4966429
29;Japão;2011;0
30;Luxemburgo;2011;0
31;México;2011;0
32;Moldávia;2011;0
33;Nova Zelândia;2011;861
34;Países Baixos;2011;0
35;Panamá;2011;0
36;Peru;2011;0
37;Portugal;2011;317547
38;Reino Unido;2011;0
39;Romênia;2011;0
40;Suíça;2011;0
41;Tunísia;2011;2091
42;Ucrânia;2011;0
43;Uruguai;2011;932
44;Não consta na tabela;2011;0
45;Não declarados;2011;0
46;Outros;2011;0
1;Africa do Sul;2012;24954
2;Alemanha;2012;1260
3;Argentina;2012;963574
4;Austrália;2012;0
5;Áustria;2012;180
6;Bermudas;2012;0
7;Bahamas;2012;0
8;Bélgica;2012;0
9;Brasil;2012;60601
10;Bulgária;2012;0
11;Canada;2012;0
12;Chile;2012;137790
13;Croácia;2012;0
14;Cuba;2012;0
15;Emirados Árabes Unidos;2012;0
16;Eslovênia;2012;78
17;Espanha;2012;1054367
18;Estados Unidos;2012;15461
19;França;2012;1852431
20;Geórgia;2012;0
21;Granada;2012;0
22;Grécia;2012;0
23;Hong Kong;2012;2607
24;Hungria;2012;404
25;Indonésia;2012;0
26;Irlanda;2012;0
27;Israel;2012;310
28;Itália;2012;1123066
29;Japão;2012;0
30;Luxemburgo;2012;252
31;México;2012;0
32;Moldávia;2012;0
33;Nova Zelândia;2012;270
34;Países Baixos;2012;0
35;Panamá;2012;0
36;Peru;2012;0
37;Portugal;2012;77260
38;Reino Unido;2012;0
39;Romênia;2012;0
40;Suíça;2012;0
41;Tunísia;2012;1988
42;Ucrânia;2012;0
43;Uruguai;2012;87
44;Não consta na tabela;2012;0
45;Não declarados;2012;0
46;Outros;2012;0
1;Africa do Sul;2012;133975
2;Alemanha;2012;9975
3;Argentina;2012;3985004
4;Austrália;2012;0
5;Áustria;2012;1139
6;Bermudas;2012;0
7;Bahamas;2012;0
8;Bélgica;2012;0
9;Brasil;2012;313190
10;Bulgária;2012;0
11;Canada;2012;0
12;Chile;2012;484791
13;Croácia;2012;0
14;Cuba;2012;0
15;Emirados Árabes Unidos;2012;0
16;Eslovênia;2012;221
17;Espanha;2012;4537094
18;Estados Unidos;2012;88292
19;França;2012;22744192
20;Geórgia;2012;0
21;Granada;2012;0
22;Grécia;2012;0
23;Hong Kong;2012;15170
24;Hungria;2012;1317
25;Indonésia;2012;0
26;Irlanda;2012;0
27;Israel;2012;6552
28;Itália;2012;4953550
29;Japão;2012;0
30;Luxemburgo;2012;1115
31;México;2012;0
32;Moldávia;2012;0
33;Nova Zelândia;2012;3046
34;Países Baixos;2012;0
35;Panamá;2012;0
36;Peru;2012;0
37;Portugal;2012;382541
38;Reino Unido;2012;0
39;Romênia;2012;0
40;Suíça;2012;0
41;Tunísia;2012;4035
42;Ucrânia;2012;0
43;Uruguai;2012;600
44;Não consta na tabela;2012;0
45;Não declarados;2012;0
46;Outros;2012;0
1;Africa do Sul;2013;26985
2;Alemanha;2013;1247
3;Argentina;2013;702963
4;Austrália;2013;30
5;Áustria;2013;720
6;Bermudas;2013;0
7;Bahamas;2013;0
8;Bélgica;2013;0
9;Brasil;2013;10195
10;Bulgária;2013;0
11;Canada;2013;0
12;Chile;2013;123026
13;Croácia;2013;0
14;Cuba;2013;0
15;Emirados Árabes Unidos;2013;0
16;Eslovênia;2013;0
17;Espanha;2013;850428
18;Estados Unidos;2013;15698
19;França;2013;1491052
20;Geórgia;2013;0
21;Granada;2013;0
22;Grécia;2013;113
23;Hong Kong;2013;283
24;Hungria;2013;1020
25;Indonésia;2013;0
26;Irlanda;2013;0
27;Israel;2013;0
28;Itália;2013;978230
29;Japão;2013;0
30;Luxemburgo;2013;0
31;México;2013;0
32;Moldávia;2013;0
33;Nova Zelândia;2013;180
34;Países Baixos;2013;0
35;Panamá;2013;0
36;Peru;2013;0
37;Portugal;2013;66552
38;Reino Unido;2013;0
39;Romênia;2013;0
40;Suíça;2013;0
41;Tunísia;2013;800
42;Ucrânia;2013;0
43;Uruguai;2013;0
44;Não consta na tabela;2013;0
45;Não declarados;2013;0
46;Outros;2013;0
1;Africa do Sul;2013;158325
2;Alemanha;2013;11745
3;Argentina;2013;2545215
4;Austrália;2013;419
5;Áustria;2013;6050
6;Bermudas;2013;0
7;Bahamas;2013;0
8;Bélgica;2013;0
9;Brasil;2013;44337
10;Bulgária;2013;0
11;Canada;2013;0
12;Chile;2013;478646
13;Croácia;2013;0
14;Cuba;2013;0
15;Emirados Árabes Unidos;2013;0
16;Eslovênia;2013;0
17;Espanha;2013;3917939
18;Estados Unidos;2013;50841
19;França;2013;22873679
20;Geórgia;2013;0
21;Granada;2013;0
22;Grécia;2013;222
23;Hong Kong;2013;1593
24;Hungria;2013;2984
25;Indonésia;2013;0
26;Irlanda;2013;0
27;Israel;2013;0
28;Itália;2013;4223637
29;Japão;2013;0
30;Luxemburgo;2013;0
31;México;2013;0
32;Moldávia;2013;0
33;Nova Zelândia;2013;1950
34;Países Baixos;2013;0
35;Panamá;2013;0
36;Peru;2013;0
37;Portugal;2013;331054
38;Reino Unido;2013;0
39;Romênia;2013;0
40;Suíça;2013;0
41;Tunísia;2013;3887
42;Ucrânia;2013;0
43;Uruguai;2013;0
44;Não consta na tabela;2013;0
45;Não declarados;2013;0
46;Outros;2013;0
1;Africa do Sul;2014;18659
2;Alemanha;2014;5093
3;Argentina;2014;807366
4;Austrália;2014;0
5;Áustria;2014;698
6;Bermudas;2014;0
7;Bahamas;2014;0
8;Bélgica;2014;0
9;Brasil;2014;8606
10;Bulgária;2014;222
11;Canada;2014;0
12;Chile;2014;133935
13;Croácia;2014;0
14;Cuba;2014;0
15;Emirados Árabes Unidos;2014;8
16;Eslovênia;2014;445
17;Espanha;2014;925502
18;Estados Unidos;2014;27023
19;França;2014;1230946
20;Geórgia;2014;0
21;Granada;2014;0
22;Grécia;2014;329
23;Hong Kong;2014;0
24;Hungria;2014;518
25;Indonésia;2014;0
26;Irlanda;2014;0
27;Israel;2014;0
28;Itália;2014;1095148
29;Japão;2014;0
30;Luxemburgo;2014;0
31;México;2014;0
32;Moldávia;2014;0
33;Nova Zelândia;2014;450
34;Países Baixos;2014;0
35;Panamá;2014;0
36;Peru;2014;305
37;Portugal;2014;60430
38;Reino Unido;2014;0
39;Romênia;2014;743
40;Suíça;2014;0
41;Tunísia;2014;0
42;Ucrânia;2014;0
43;Uruguai;2014;1068
44;Não consta na tabela;2014;0
45;Não declarados;2014;0
46;Outros;2014;0
1;Africa do Sul;2014;114275
2;Alemanha;2014;34413
3;Argentina;2014;3221463
4;Austrália;2014;0
5;Áustria;2014;6352
6;Bermudas;2014;0
7;Bahamas;2014;0
8;Bélgica;2014;0
9;Brasil;2014;37228
10;Bulgária;2014;546
11;Canada;2014;0
12;Chile;2014;599993
13;Croácia;2014;0
14;Cuba;2014;0
15;Emirados Árabes Unidos;2014;271
16;Eslovênia;2014;2329
17;Espanha;2014;4519845
18;Estados Unidos;2014;101802
19;França;2014;20831149
20;Geórgia;2014;0
21;Granada;2014;0
22;Grécia;2014;1459
23;Hong Kong;2014;0
24;Hungria;2014;1715
25;Indonésia;2014;0
26;Irlanda;2014;0
27;Israel;2014;0
28;Itália;2014;4462987
29;Japão;2014;0
30;Luxemburgo;2014;0
31;México;2014;0
32;Moldávia;2014;0
